Account,Sample- Joint,,,,,,,,,,,,,,,,,,,,,
19-Jul-2024/19-Jul-2024,19-Jul-24,BUY,22U,,0,646,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-475.96,U,,,,,,0,U
19-Jul-2024/19-Jul-2024,19-Jul-24,BUY,22,,0,644,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-744.5,,,,,,,0,
19-Jul-2024/19-Jul-2024,19-Jul-24,BUY,22,,0,645,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-3532.57,,,,,,,0,
19-Jul-2024/19-Jul-2024,19-Jul-24,BUY,22,,0,5027,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1206.43,,,,,,,0,
10-Jul-24,,Interest,22,,,,585CMVRZ2,,BMO EXT2025 FIXED 5.75%10JUL24,,,,,4312.5,,INT,,,,REG INT   ON  150000 BND       REC 07/09/24 PAY 07/10/24,,
09-Jul-24,,Reinvested,22,,-2,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,XCH F1,,,,ROUNDING DECIMAL ADJUSTMENT,,
03-Jul-24,,Reinvested,22,,-1000,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jul-24,,Reinvested,22,,1,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jul-24,,Reinvested,22,,1,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jul-24,,Reinvested,22,,-1000,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jul-24,,Reinvested,22,,-1000,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jul-24,,Reinvested,22,,1,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
28-Jun-24,02-Jul-24,Interest,22,,420,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 06/28/24                 REINVESTED @ $1.00,,
28-Jun-24,02-Jul-24,Interest,22,,499,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 06/28/24                 REINVESTED @ $1.00,,
28-Jun-24,02-Jul-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 06/28/24                 REINVESTED DIVIDENDS @$11.5847,,
28-Jun-24,02-Jul-24,Stock Div,22,,637,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 06/28/24                 REINVESTED DIVIDENDS @$11.5847,,
28-Jun-24,02-Jul-24,Stock Div,22,,917,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 06/28/24                 REINVESTED DIVIDENDS @$8.8639,,
28-Jun-24,02-Jul-24,Stock Div,22,,24,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 06/28/24                 REINVESTED DIVIDENDS @$8.8639,,
25-Jun-2024/26-Jun-2024,26-Jun-24,SELL,22,,-3000,9094,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,3000,,,0,,,,0,
25-Jun-24,,Misc cash,22U,,,,,,BUY USD @ 1.3750,,,,,450,U,FXC H4,,,,BUY USD @      1.3750,,
25-Jun-24,,Misc cash,22,,,,,,BUY USD @ 1.3750,,,,,-618.75,,FXC H4,,,,BUY USD @      1.3750,,
21-Jun-2024/21-Jun-2024,21-Jun-24,BUY,22U,,0,8844,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-480.78,U,,,,,,0,U
21-Jun-2024/21-Jun-2024,21-Jun-24,BUY,22,,0,8843,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-772.83,,,,,,,0,
21-Jun-2024/21-Jun-2024,21-Jun-24,BUY,22,,0,8036,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1238.91,,,,,,,0,
31-May-24,03-Jun-24,Interest,22,,80,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 05/31/24                 REINVESTED @ $1.00,,
31-May-24,03-Jun-24,Interest,22,,538,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 05/31/24                 REINVESTED @ $1.00,,
31-May-24,03-Jun-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 05/31/24                 REINVESTED DIVIDENDS @$11.6665,,
31-May-24,03-Jun-24,Stock Div,22,,477,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 05/31/24                 REINVESTED DIVIDENDS @$11.6665,,
31-May-24,03-Jun-24,Stock Div,22,,780,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 05/31/24                 REINVESTED DIVIDENDS @$8.8448,,
31-May-24,03-Jun-24,Stock Div,22,,24,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 05/31/24                 REINVESTED DIVIDENDS @$8.8448,,
28-May-2024/29-May-2024,29-May-24,SELL,22,,-150,4312,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,150,,,0,,,,0,
23-May-24,,Reinvested,22,,1000,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
23-May-24,,Reinvested,22,,-1,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
22-May-24,,Journal Sale,22,,-990,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,SEL KP,,,,AS OF 05/22/24                 DEL FRACTIONAL SHARES OUT RE   SALE OF 2613.990 SHARES,,
21-May-24,22-May-24,Interest,22,,,,,,INT FR 04/22 THRU05/21@ 7.200%,,,,,-11.74,,INT,,,,INT FR 04/22 THRU05/21@ 7.200% BAL    2 613   AVBAL    1 988,,
21-May-2024/22-May-2024,22-May-24,SELL,22,,-2613,9681,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,2613.99,,,0.99,,,,0,
21-May-24,,Misc cash,22U,,,,,,BUY USD @ 1.3765,,,,,500,U,FXC H4,,,,BUY USD @      1.3765,,
21-May-24,,Misc cash,22,,,,,,BUY USD @ 1.3765,,,,,-688.25,,FXC H4,,,,BUY USD @      1.3765,,
17-May-2024/17-May-2024,17-May-24,BUY,22U,,0,1621,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-447.33,U,,,,,,0,U
17-May-2024/17-May-2024,17-May-24,BUY,22,,0,1620,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-738.79,,,,,,,0,
17-May-2024/17-May-2024,17-May-24,BUY,22,,0,692,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1197,,,,,,,0,
07-May-2024/08-May-2024,08-May-24,SELL,22,,-20,9920,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,20,,,0,,,,0,
02-May-24,,Reinvested,22,,-1000,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
02-May-24,,Reinvested,22,,1,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
01-May-24,,Journal Sale,22,,-160,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,SEL KP,,,,AS OF 05/01/24                 DEL FRACTIONAL SHARES OUT RE   SALE OF 6055.160 SHARES,,
30-Apr-24,01-May-24,Interest,22,,880,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 04/30/24                 REINVESTED @ $1.00,,
30-Apr-24,01-May-24,Interest,22,,546,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 04/30/24                 REINVESTED @ $1.00,,
30-Apr-2024/01-May-2024,01-May-24,SELL,22,,-6055,7212,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,6055.16,,,0.16,,,,0,
30-Apr-24,,Misc cash,22U,,,,,,BUY USD @ 1.3845,,,,,480,U,FXC H4,,,,BUY USD @      1.3845,,
30-Apr-24,,Misc cash,22,,,,,,BUY USD @ 1.3845,,,,,-664.56,,FXC H4,,,,BUY USD @      1.3845,,
30-Apr-24,,Reinvested,22,,1,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
30-Apr-24,,Reinvested,22,,-1000,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
30-Apr-24,,Reinvested,22,,-1000,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
30-Apr-24,,Reinvested,22,,1,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
26-Apr-24,29-Apr-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 04/26/24                 REINVESTED DIVIDENDS @$11.6852,,
26-Apr-24,29-Apr-24,Stock Div,22,,387,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 04/26/24                 REINVESTED DIVIDENDS @$11.6852,,
26-Apr-24,29-Apr-24,Stock Div,22,,722,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 04/26/24                 REINVESTED DIVIDENDS @$8.8475,,
26-Apr-24,29-Apr-24,Stock Div,22,,24,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 04/26/24                 REINVESTED DIVIDENDS @$8.8475,,
19-Apr-2024/19-Apr-2024,19-Apr-24,BUY,22U,,0,2935,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-479.33,U,,,,,,0,U
19-Apr-2024/19-Apr-2024,19-Apr-24,BUY,22,,0,2933,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-770.38,,,,,,,0,
19-Apr-2024/19-Apr-2024,19-Apr-24,BUY,22,,0,2934,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-3451.06,,,,,,,0,
19-Apr-2024/19-Apr-2024,19-Apr-24,BUY,22,,0,6315,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1237.87,,,,,,,0,
08-Apr-24,,Reinvested,22,,-2,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,XCH F1,,,,ROUNDING DECIMAL ADJUSTMENT,,
02-Apr-24,,Reinvested,22,,-1000,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
02-Apr-24,,Reinvested,22,,1,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
28-Mar-24,01-Apr-24,Interest,22,,450,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 03/28/24                 REINVESTED @ $1.00,,
28-Mar-24,01-Apr-24,Interest,22,,565,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 03/28/24                 REINVESTED @ $1.00,,
28-Mar-24,01-Apr-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 03/28/24                 REINVESTED DIVIDENDS @$11.7616,,
28-Mar-24,01-Apr-24,Stock Div,22,,236,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 03/28/24                 REINVESTED DIVIDENDS @$11.7616,,
28-Mar-24,01-Apr-24,Stock Div,22,,647,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 03/28/24                 REINVESTED DIVIDENDS @$8.8016,,
28-Mar-24,01-Apr-24,Stock Div,22,,24,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 03/28/24                 REINVESTED DIVIDENDS @$8.8016,,
25-Mar-24,,Misc cash,22U,,,,,,BUY USD @ 1.3681,,,,,414,U,FXC H4,,,,BUY USD @      1.3681,,
25-Mar-24,,Misc cash,22,,,,,,BUY USD @ 1.3681,,,,,-566.39,,FXC H4,,,,BUY USD @      1.3681,,
20-Mar-2024/21-Mar-2024,21-Mar-24,SELL,22,,-1000,4636,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,1000,,,0,,,,0,
15-Mar-2024/15-Mar-2024,15-Mar-24,BUY,22U,,0,4668,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-439.12,U,,,,,,0,U
15-Mar-2024/15-Mar-2024,15-Mar-24,BUY,22,,0,4667,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-712.41,,,,,,,0,
15-Mar-2024/15-Mar-2024,15-Mar-24,BUY,22,,0,3138,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1195.07,,,,,,,0,
29-Feb-24,01-Mar-24,Interest,22,,280,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 02/29/24                 REINVESTED @ $1.00,,
29-Feb-24,01-Mar-24,Interest,22,,528,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 02/29/24                 REINVESTED @ $1.00,,
27-Feb-24,,Reinvested,22,,-1000,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
27-Feb-24,,Reinvested,22,,1,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
23-Feb-24,26-Feb-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 02/23/24                 REINVESTED DIVIDENDS @$11.6146,,
23-Feb-24,26-Feb-24,Stock Div,22,,321,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 02/23/24                 REINVESTED DIVIDENDS @$11.6146,,
23-Feb-24,26-Feb-24,Stock Div,22,,930,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 02/23/24                 REINVESTED DIVIDENDS @$8.8343,,
23-Feb-24,26-Feb-24,Stock Div,22,,8,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 02/23/24                 REINVESTED DIVIDENDS @$8.8343,,
21-Feb-24,22-Feb-24,Interest,22,,,,,,INT FR 01/22 THRU02/21@ 7.200%,,,,,-8.32,,INT,,,,INT FR 01/22 THRU02/21@ 7.200% BAL    1 540-  AVBAL    1 363,,
20-Feb-24,,Misc cash,22U,,,,,,BUY USD @ 1.3606,,,,,500,U,FXC H4,,,,BUY USD @      1.3606,,
20-Feb-24,,Misc cash,22,,,,,,BUY USD @ 1.3606,,,,,-680.3,,FXC H4,,,,BUY USD @      1.3606,,
16-Feb-2024/16-Feb-2024,16-Feb-24,BUY,22U,,0,9849,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-494.78,U,,,,,,0,U
16-Feb-2024/16-Feb-2024,16-Feb-24,BUY,22,,0,9848,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-760.67,,,,,,,0,
16-Feb-2024/16-Feb-2024,16-Feb-24,BUY,22,,0,8085,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1277.25,,,,,,,0,
02-Feb-24,,Reinvested,22,,-1000,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
02-Feb-24,,Reinvested,22,,1,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
31-Jan-24,01-Feb-24,Interest,22,,820,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,INT C5,,,,AS OF 01/31/24                 REINVESTED @ $1.00,,
31-Jan-24,01-Feb-24,Interest,22,,684,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,INT C5,,,,AS OF 01/31/24                 REINVESTED @ $1.00,,
31-Jan-24,01-Feb-24,Transfer,22,,,,,,RSP CONTRIBUTION 411-19468-1-2,,,,,-30780,,CON C2,,,,AS OF 01/31/24                 RSP CONTRIBUTION               411-19468-1-2,,
30-Jan-2024/31-Jan-2024,31-Jan-24,SELL,22,,-30000,4263,B074135,BMT102,BMO CAD HISA CL F (102),1,,1,,30000,,,0,,,,0,
30-Jan-24,,Misc cash,22U,,,,,,BUY USD @ 1.3523,,,,,500,U,FXC H4,,,,BUY USD @      1.3523,,
30-Jan-24,,Misc cash,22,,,,,,BUY USD @ 1.3523,,,,,-676.15,,FXC H4,,,,BUY USD @      1.3523,,
30-Jan-24,,Deposit,22,,,,,,FBPS BMO DEPOSIT,,,,,11000,,DEP H3,,,,FBPS BMO DEPOSIT,,
30-Jan-24,,Reinvested,22,,1,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
30-Jan-24,,Reinvested,22,,-1000,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
26-Jan-24,29-Jan-24,Stock Div,22,,12,,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,,,0,,DIV C5,,,,AS OF 01/26/24                 REINVESTED DIVIDENDS @$11.4397,,
26-Jan-24,29-Jan-24,Stock Div,22,,437,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,DIV C5,,,,AS OF 01/26/24                 REINVESTED DIVIDENDS @$11.4397,,
26-Jan-24,29-Jan-24,Stock Div,22,,637,,D054213,,1000THS DYNAMIC CR  ABSOLUTE R,,,,,0,,DIV C5,,,,AS OF 01/26/24                 REINVESTED DIVIDENDS @$8.8093,,
26-Jan-24,29-Jan-24,Stock Div,22,,26,,D054214,DYN27550,DYNAMIC CR  ABSOLUTE RETURN FD,,,,,0,,DIV C5,,,,AS OF 01/26/24                 REINVESTED DIVIDENDS @$8.8093,,
19-Jan-2024/19-Jan-2024,19-Jan-24,BUY,22U,,0,1026,9334862,,ARCHITECT FEE(HST INCL REG,,,0,U,-482.96,U,,,,,,0,U
19-Jan-2024/19-Jan-2024,19-Jan-24,BUY,22,,0,1024,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-763.41,,,,,,,0,
19-Jan-2024/19-Jan-2024,19-Jan-24,BUY,22,,0,1025,9334862,,ARCHITECT FEE(HST INCL REG,,,0,,-3281.26,,,,,,,0,
19-Jan-2024/19-Jan-2024,19-Jan-24,BUY,22,,0,3480,9334944,,MERIDIAN PROGRAM(HST INCL REG,,,0,,-1240.01,,,,,,,0,
16-Jan-24,,Purchase,22,,844,,D002577,,1000THS DYNAMIC PREMIUM YIELD,,,,,0,,PUR KP,,,,AS OF 01/16/24                 REC FRACTIONAL SHARES IN RE    BUY OF 2137.844 SHARES,,
12-Jan-2024/16-Jan-2024,15-Jan-24,BUY,22,,2137,1890,D002576,DYN2853,DYNAMIC PREMIUM YIELD FD SR F(,,,11.451,,-24481.31,,,,,,,0,
10-Jan-24,,Interest,22,,,,585CMVRZ2,,BMO EXT2025 FIXED 5.75%10JUL24,,,,,4312.5,,INT,,,,REG INT   ON  150000 BND       REC 01/03/24 PAY 01/10/24      IFM 07/10/23 F/C 01/10/24,,
09-Jan-24,10-Jan-24,Deposit,22,,,,,,FBPS BMO DEPOSIT,,,,,20000,,DEP C6,,,,AS OF 01/09/24                 FBPS BMO DEPOSIT,,
03-Jan-24,,Reinvested,22,,-1000,,B074076,,1000THS BMO CAD HISA SR F(102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
03-Jan-24,,Reinvested,22,,1,,B074135,BMT102,BMO CAD HISA CL F (102),,,,,0,,EXH AB,,,,FULL SHARES FOR FRACTIONS,,
